1.400000000000000000e+01 1.713128466142690343e+01
1.400000000000000000e+01 1.963638284067348394e+01
1.400000000000000000e+01 1.738147667907519889e+01
1.400000000000000000e+01 1.799336154250014630e+01
1.400000000000000000e+01 1.880928144394207635e+01
1.400000000000000000e+01 2.387764874129055670e+01
1.400000000000000000e+01 2.768187838232440257e+01
1.500000000000000000e+01 2.539351073044336715e+01
1.500000000000000000e+01 2.624880035514360799e+01
1.500000000000000000e+01 2.266362380123395326e+01
1.500000000000000000e+01 2.198628093537557859e+01
1.500000000000000000e+01 2.917004650425692702e+01
1.500000000000000000e+01 2.225647667630775572e+01
1.500000000000000000e+01 2.423174798003800845e+01
1.500000000000000000e+01 1.904474812095444847e+01
1.500000000000000000e+01 2.782720877736137766e+01
1.500000000000000000e+01 2.481118023806452300e+01
1.600000000000000000e+01 2.198806310215222481e+01
1.600000000000000000e+01 2.856024064267909068e+01
1.600000000000000000e+01 2.862370310689568242e+01
1.600000000000000000e+01 2.862224490430735102e+01
1.600000000000000000e+01 1.995779698737645447e+01
1.600000000000000000e+01 2.821865348091859005e+01
1.600000000000000000e+01 2.068751491489412331e+01
1.600000000000000000e+01 2.471674153465706425e+01
1.600000000000000000e+01 2.061427250524363330e+01
1.600000000000000000e+01 1.862006046162098727e+01
1.700000000000000000e+01 2.164089844529120654e+01
1.700000000000000000e+01 2.718306314659180956e+01
1.700000000000000000e+01 2.365415010350909952e+01
1.700000000000000000e+01 2.434738477227731579e+01
1.700000000000000000e+01 2.761463401489969982e+01
1.700000000000000000e+01 2.261389681046339106e+01
1.700000000000000000e+01 2.104742464882261288e+01
1.700000000000000000e+01 2.361259790982036932e+01
1.700000000000000000e+01 2.242941127774376042e+01
1.700000000000000000e+01 2.938941725836710006e+01
1.800000000000000000e+01 3.518086734639055635e+01
1.800000000000000000e+01 2.501567572147078522e+01
1.800000000000000000e+01 2.084927962739183371e+01
1.800000000000000000e+01 1.810219412673580663e+01
1.800000000000000000e+01 2.597944742594179246e+01
1.800000000000000000e+01 2.997533736566411022e+01
1.800000000000000000e+01 2.251696033679655073e+01
1.800000000000000000e+01 2.290708237823476523e+01
1.800000000000000000e+01 2.892089510184943890e+01
1.800000000000000000e+01 2.644712160267489409e+01
1.900000000000000000e+01 3.660190071823330982e+01
1.900000000000000000e+01 2.722687700616567241e+01
1.900000000000000000e+01 3.400017174265848041e+01
1.900000000000000000e+01 2.785890057923573693e+01
1.900000000000000000e+01 2.079801430747094315e+01
1.900000000000000000e+01 3.626000432409898622e+01
1.900000000000000000e+01 2.648300087204842868e+01
1.900000000000000000e+01 3.686818961730845956e+01
1.900000000000000000e+01 2.431312383688245760e+01
1.900000000000000000e+01 2.320559183251346980e+01
